Protein	Host.TaxonID..Viral.ClusterID..Interaction.ID
P37465	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37477	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37478	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37487	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37491	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37527	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37536	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37538	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37552	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37560	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37561	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37562	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37568	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37569	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37570	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37571	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37582	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37599	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37666	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37685	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37689	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37690	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37692	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37744	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37747	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37751	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37755	562,,26603,,6435;;562,,26147,,544;;562,,25965,,206;;562,,25962,,191;;562,,25961,,534;;562,,25958,,3582;;562,,25940,,5634;;562,,25939,,185;;562,,25938,,391;;562,,25937,,199
P37756	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P37759	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37777	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P37779	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P37782	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P37793	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
P37808	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37811	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37814	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37820	
P37869	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37870	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37871	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37877	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37903	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P37940	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37946	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37949	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P37967	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P38021	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P38032	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P38033	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P38038	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P38051	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P38134	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P38382	
P38494	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P38576	
P38618	
P38619	
P39065	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39074	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39120	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39121	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39123	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39126	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39138	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39145	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39147	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39148	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39149	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39156	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39177	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P39180	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P39215	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39221	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P39297	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P39384	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P39396	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P39410	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P39463	
P39464	
P39466	
P39467	
P39470	
P39471	
P39473	
P39480	
P39481	
P39573	273057,,26681,,1647;;273057,,26413,,3793
P39579	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39604	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39605	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39610	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39633	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39634	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39645	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39646	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39647	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39651	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39758	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39759	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39764	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39765	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39773	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39779	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39781	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39782	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39789	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39794	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39807	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39808	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39812	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39821	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39838	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P39899	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39912	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P39914	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P40171	100226,,26411,,3393;;100226,,26409,,3231
P40191	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P40396	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P40739	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P40758	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P40780	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P40806	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P40867	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P40924	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P41789	99287,,14089,,12955;;99287,,12808,,11375;;99287,,4371,,3111;;99287,,4058,,2841;;99287,,3104,,2096;;99287,,2023,,1300;;99287,,1373,,856
P42085	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42175	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42234	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42248	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42296	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42318	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42319	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42349	
P42352	
P42383	
P42400	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42403	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42408	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42409	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42410	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42412	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42420	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42430	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42443	243230,,20955,,26261;;243230,,20754,,25747;;243230,,18243,,20366
P42588	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P42632	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P42784	
P42919	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42920	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42924	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P42974	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P43261	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
P43891	
P45359	272562,,20191,,24618;;272562,,19747,,23748;;272562,,5669,,4027
P45395	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P45425	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P45451	
P45500	100226,,26411,,3393;;100226,,26409,,3231
P45523	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P45545	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P45577	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P45578	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P45596	
P45618	
P45693	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P45694	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P45740	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P45742	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P45744	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P45745	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P45758	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P45848	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P45905	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P45913	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P45931	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46215	
P46318	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46323	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46327	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46338	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46343	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46353	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46354	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46469	272623,,25156,,23886;;272623,,25155,,23534;;272623,,25146,,14375;;272623,,21019,,26431;;272623,,18115,,20063;;272623,,18052,,19948;;272623,,13415,,12191;;272623,,8129,,6091;;272623,,3280,,2185;;272623,,1367,,852
P46787	100226,,26411,,3393;;100226,,26409,,3231
P46837	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P46889	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P46898	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46899	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46916	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46917	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P46922	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P48372	208964,,26259,,36;;208964,,26251,,6096;;208964,,26248,,1771;;208964,,25384,,5741;;208964,,21963,,29008;;208964,,12335,,10788
P48576	
P48949	
P49057	
P49433	
P49814	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P49978	
P50308	
P50456	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P50610	
P50620	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P50735	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P50736	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P50831	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P50840	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P50848	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P50849	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P50863	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P50866	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P51024	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P51831	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P51833	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P52042	272562,,20191,,24618;;272562,,19747,,23748;;272562,,5669,,4027
P52046	272562,,20191,,24618;;272562,,19747,,23748;;272562,,5669,,4027
P52143	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P52208	
P52231	
P52415	
P52688	573,,26068,,158;;573,,25126,,5584;;573,,25125,,7128;;573,,25124,,157;;573,,21759,,28420;;573,,21175,,26856;;573,,18978,,22059;;573,,18460,,20894;;573,,18098,,20028;;573,,17897,,19594
P52697	83333,,25959,,9792;;83333,,19977,,24233;;83333,,19838,,23946;;83333,,19726,,23711;;83333,,18855,,21763;;83333,,18084,,20002;;83333,,15415,,15108;;83333,,15412,,15107;;83333,,14890,,14172;;83333,,13298,,12010
P52934	
P52983	
P53383	
P53593	208964,,26259,,36;;208964,,26251,,6096;;208964,,26248,,1771;;208964,,25384,,5741;;208964,,21963,,29008;;208964,,12335,,10788
P54123	
P54147	
P54156	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54169	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54170	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54205	
P54206	
P54224	
P54304	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54375	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54376	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54380	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54390	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54394	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54418	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54419	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54452	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54460	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54464	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54465	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54470	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54471	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54474	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
P54496	224308,,3596,,2442;;224308,,2653,,1733;;224308,,378,,407
