Protein	Description,,Higher order taxa
Q4JAL1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAL4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAL6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAL9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAM3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAM4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAM6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAM7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAM9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAN1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAN5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAN7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAP2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAP3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAP5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAQ6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAQ7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAQ8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAR0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAS0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAS3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAS8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAT0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAT1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAT3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAT8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAU0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAU3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAU4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAU7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAW9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAX3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAX4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAX6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAX7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAX8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAY0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAY1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAY3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAY5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAY7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAZ0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAZ5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAZ7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAZ8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAZ9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB01	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB03	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB04	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB05	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB06	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB07	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB08	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB13	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB17	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB20	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB24	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB32	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB33	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB45	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB47	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB49	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB71	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB74	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB75	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB77	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB80	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB81	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB83	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB84	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB86	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB87	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB88	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JB97	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBA2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBB3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBB6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBB9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBC2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBC6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBD5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBD6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBD7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBE3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBE9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBF1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBF6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBF7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBF9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBG0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBG8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBH0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBH1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBH3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBH7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBI5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBI7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBI8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBI9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBJ2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBJ4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBJ6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBK3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBK5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBK7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBL1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBL5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBL7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBL9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBM0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBM5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBM7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBN2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBN5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBN7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBN8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBN9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBP0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBP1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBP4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBQ0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBQ8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBR0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBR2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBR8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBS3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBS4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBS5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBT0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBT2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBT5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBT8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBU2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBU7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBV3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBV6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBV7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBV8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBW1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBW3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBW4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBW8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBW9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBX3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBY2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBZ1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBZ2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBZ3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBZ4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBZ5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBZ6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JBZ7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC00	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC03	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC07	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC08	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC09	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC14	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC15	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC24	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC29	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC39	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC40	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC42	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC44	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC46	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC47	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC48	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC51	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC56	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC59	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC60	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC62	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC67	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC68	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC70	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC77	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC78	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC81	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC84	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC91	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC93	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC94	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC95	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC96	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JC98	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCA3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCA6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCA9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCB0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCB3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCB4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCB8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCC1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCC2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCC4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCC9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCD0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCD1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCD3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCD4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCE1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCE3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCF8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCH4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCH7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCH8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCH9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCI0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCI3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCI5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCI9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCJ0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCJ1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCJ2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCJ3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCJ5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCK5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCK7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCL2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCL5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCL6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCM3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCM5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCM8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCN6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCN7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCP3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCP4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCP7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JCP8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q50294	Mycoplasma,,Bacteria; Firmicutes; Mollicutes; Mycoplasmatales; Mycoplasmataceae; Mycoplasma
Q50314	Mycoplasma,,Bacteria; Firmicutes; Mollicutes; Mycoplasmatales; Mycoplasmataceae; Mycoplasma
Q50331	Mycoplasma,,Bacteria; Firmicutes; Mollicutes; Mycoplasmatales; Mycoplasmataceae; Mycoplasma
Q50365	Mycoplasma,,Bacteria; Firmicutes; Mollicutes; Mycoplasmatales; Mycoplasmataceae; Mycoplasma
Q50699	Mycobacterium,,Bacteria; Actinobacteria; Actinobacteria (class); Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex
Q50732	Mycobacterium,,Bacteria; Actinobacteria; Actinobacteria (class); Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex
Q51485	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
Q51487	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
Q51567	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
Q52150	Synechococcus,,Bacteria; Cyanobacteria; Chroococcales; Synechococcus
Q52905	Sinorhizobium,,Bacteria; Proteobacteria; Alphaproteobacteria
Q53874	Streptomyces,,Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptomycineae; Streptomycetaceae.
Q53WA9	Thermus,,Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae
